chr	start	end	id	name	counts	tpm
chr4	113195698	113207059	ENSG00000145365.10	TIFA	1	12.156307055401
chr4	113206665	113363776	ENSG00000073331.13	ALPK1	1	0.879046053149751
chr4	113434672	113437328	ENSG00000178403.3	NEUROG2	NA	NA
chr4	113460492	113558151	ENSG00000138658.11	C4orf21	1	1.41418409420955
chr4	113558120	113578748	ENSG00000174720.11	LARP7	NA	NA
chr4	113739265	114304896	ENSG00000145362.12	ANK2	1	0.244165904019424
chr4	114372188	114683083	ENSG00000145349.12	CAMK2D	1	0.444226521675841
chr4	114821440	114900883	ENSG00000180801.11	ARSJ	3	5.21535457333222
chr4	115519611	115599380	ENSG00000174607.6	UGT8	2	3.46269363929373
chr4	115748919	116035032	ENSG00000138653.5	NDST4	1	0.482703702580486
chr4	117220016	117221520	ENSG00000270394.1	MTRNR2L13	1	91.82699764389
chr4	118004718	118006736	ENSG00000174599.4	TRAM1L1	NA	NA
chr4	118954773	119179803	ENSG00000164100.7	NDST3	1	0.613730633499581
chr4	119201193	119274158	ENSG00000164099.3	PRSS12	1	1.89279523684521
chr4	119606523	119636588	ENSG00000145388.10	METTL14	NA	NA
chr4	119643978	119759838	ENSG00000150961.10	SEC24D	1	1.1920231698292
chr4	119809996	119982402	ENSG00000172403.6	SYNPO2	1	0.801061473825798
chr4	120056939	120108944	ENSG00000172399.5	MYOZ2	1	2.65566396416519
chr4	120113928	120133799	ENSG00000178636.4	RP11-455G16.1	NA	NA
chr4	120133742	120216672	ENSG00000145390.7	USP53	5	8.32676983337819
chr4	120218207	120225600	ENSG00000164096.10	C4orf3	1	18.6808879286366
chr4	120238405	120243545	ENSG00000145384.3	FABP2	NA	NA
chr4	120415550	120550146	ENSG00000138735.11	PDE5A	1.5	1.53913717112407
chr4	120976763	120988229	ENSG00000164109.9	MAD2L1	NA	NA
chr4	121606074	121844025	ENSG00000138738.6	PRDM5	1	0.58040438769499
chr4	121956768	121994176	ENSG00000173376.9	NDNF	1	3.69193232614442
chr4	122052563	122148621	ENSG00000050730.11	TNIP3	NA	NA
chr4	122250467	122302214	ENSG00000186867.6	QRFPR	2	5.33780912734692
chr4	122589110	122618268	ENSG00000164111.10	ANXA5	1	4.73653215091606
chr4	122680088	122686582	ENSG00000164112.8	TMEM155	NA	NA
chr4	122685740	122687962	ENSG00000226757.1	AC079341.1	NA	NA
chr4	122722472	122738176	ENSG00000123737.8	EXOSC9	NA	NA
chr4	122737599	122745087	ENSG00000145386.5	CCNA2	1	18.4438841421489
chr4	122745595	122791652	ENSG00000138686.5	BBS7	1	2.99862788406563
chr4	122800182	122872909	ENSG00000138741.6	TRPC3	6	11.3939365949161
chr4	123073488	123283913	ENSG00000138688.11	KIAA1109	1	0.656327928983774
chr4	123300121	123350957	ENSG00000164113.6	ADAD1	NA	NA
chr4	123372625	123377880	ENSG00000109471.4	IL2	NA	NA
chr4	123533783	123542224	ENSG00000138684.3	IL21	NA	NA
chr4	123653857	123666098	ENSG00000181004.5	BBS12	NA	NA
chr4	123747863	123819391	ENSG00000138685.8	FGF2	5	9.65410779389963
chr4	123809852	123844123	ENSG00000170917.9	NUDT6	NA	NA
chr4	123844229	124240605	ENSG00000145375.7	SPATA5	1	0.348426252993144
chr4	124317950	124324910	ENSG00000164056.6	SPRY1	NA	NA
chr4	125585207	125633887	ENSG00000151458.7	ANKRD50	1	2.83705432326234
chr4	126237554	126414087	ENSG00000196159.7	FAT4	5	3.91167103194334
chr4	128544426	128647892	ENSG00000164066.8	INTU	1	1.3348134117141
chr4	128651533	128695448	ENSG00000151475.4	SLC25A31	1	3.1448890915726
chr4	128702976	128761888	ENSG00000164070.7	HSPA4L	2	4.68861367654843
chr4	128802016	128820350	ENSG00000142731.6	PLK4	1	7.53287904747522
chr4	128838960	128887150	ENSG00000164073.5	MFSD8	NA	NA
chr4	128886461	128960866	ENSG00000164074.10	C4orf29	NA	NA
chr4	128982423	129144086	ENSG00000138709.13	LARP1B	1	0.854294454862341
chr4	129190397	129209984	ENSG00000164040.12	PGRMC2	1	7.05099323308371
chr4	129730779	129796379	ENSG00000077684.11	PHF17	1	2.10530189720138
chr4	129786076	130014764	ENSG00000151466.7	SCLT1	1	0.603913648536043
chr4	130014472	130037795	ENSG00000151470.8	C4orf33	1	5.92152829637742
chr4	133356957	133368390	ENSG00000248369.1	RP11-62N21.1	1	12.0797519860413
chr4	134070470	134129356	ENSG00000138650.7	PCDH10	4	9.38136769054856
chr4	135117488	135122903	ENSG00000254535.2	PABPC4L	1	25.504673029808
chr4	138440072	138453648	ENSG00000189184.7	PCDH18	1	10.1729378650862
chr4	139085251	139163503	ENSG00000151012.9	SLC7A11	1	1.76491085795137
chr4	139936943	139966906	ENSG00000151014.4	CCRN4L	1	4.60927825839905
chr4	139949266	140098372	ENSG00000109381.15	ELF2	1	0.926239081300622
chr4	140187317	140201492	ENSG00000137463.4	MGARP	1	9.74305498810657
chr4	140188034	140223705	ENSG00000109390.7	NDUFC1	2	7.74342207711646
chr4	140222609	140341187	ENSG00000164134.8	NAA15	1	1.16470006625521
chr4	140374386	140397763	ENSG00000172007.5	RAB33B	1	5.90784978638878
chr4	140417095	140527853	ENSG00000145391.9	SETD7	1	1.24693299315996
chr4	140586922	140661899	ENSG00000085871.4	MGST2	1	1.84200227344933
chr4	140637907	141075338	ENSG00000196782.8	MAML3	1	0.31572477592217
chr4	141178440	141306880	ENSG00000153130.13	SCOC	1	1.07527097832771
chr4	141309609	141349122	ENSG00000153132.8	CLGN	NA	NA
chr4	141363416	141419531	ENSG00000205301.7	RP11-542P2.1	1	2.46115663292187
chr4	141445312	141474924	ENSG00000179387.5	ELMOD2	1	4.66391342889405
chr4	141480588	141489959	ENSG00000109424.3	UCP1	NA	NA
chr4	141541919	141677274	ENSG00000109436.7	TBC1D9	1	1.02033766359876
chr4	141780961	142134031	ENSG00000170153.6	RNF150	2	0.782325343169403
chr4	142142041	142155851	ENSG00000109445.6	ZNF330	1	10.0005651308045
chr4	142557752	142655140	ENSG00000164136.12	IL15	1	1.41811932123476
chr4	142944313	143768585	ENSG00000109452.8	INPP4B	1	0.167551250626505
chr4	144106070	144144983	ENSG00000170185.5	USP38	1	3.54914307445868
chr4	144257915	144395721	ENSG00000109458.4	GAB1	1	1.00219006760526
chr4	144434616	144478639	ENSG00000153147.5	SMARCA5	1	3.13717385131433
chr4	144498455	144621828	ENSG00000183090.5	FREM3	2	2.23886595051447
chr4	144792020	144826716	ENSG00000197465.9	GYPE	NA	NA
chr4	144917257	145061844	ENSG00000250361.2	GYPB	1	0.955188256595756
chr4	145030457	145061904	ENSG00000170180.15	GYPA	NA	NA
chr4	145567173	145666423	ENSG00000164161.5	HHIP	1	1.39151440258348
chr4	145888264	146019693	ENSG00000164162.8	ANAPC10	1	1.05081682472217
chr4	146019084	146050331	ENSG00000164163.6	ABCE1	1	4.41987405051399
chr4	146031990	146101313	ENSG00000164164.11	OTUD4	1	1.99223640720123
chr4	146402346	146479231	ENSG00000170365.5	SMAD1	1	1.79629062179112
chr4	146539415	146581187	ENSG00000151611.9	MMAA	1	3.30622915963829
chr4	146601356	146692184	ENSG00000237136.2	C4orf51	1	1.52054217263851
chr4	146678779	146859787	ENSG00000151612.11	ZNF827	1	0.762992820518489
chr4	147096837	147121152	ENSG00000164167.5	LSM6	1	5.67994260565127
chr4	147145709	147150208	ENSG00000250673.1	RP11-6L6.2	NA	NA
chr4	147175127	147443123	ENSG00000120519.10	SLC10A7	1	0.515335320140639
chr4	147560045	147563626	ENSG00000151615.3	POU4F2	NA	NA
chr4	147627790	147867034	ENSG00000137473.13	TTC29	1	0.577267578106078
chr4	148402069	148466106	ENSG00000151617.11	EDNRA	17.5	37.7420331681245
chr4	148538534	148593195	ENSG00000164168.3	TMEM184C	1	2.52662418280695
chr4	148558936	148605381	ENSG00000164169.8	PRMT10	2	5.94715489100702
chr4	148653214	148993931	ENSG00000071205.7	ARHGAP10	1	0.40534462458994
chr4	148999913	149365850	ENSG00000151623.10	NR3C2	1	0.377408691814194
chr4	150999426	151178609	ENSG00000170390.10	DCLK2	1.5	1.15614598865191
chr4	151185594	151936879	ENSG00000198589.6	LRBA	1	0.183828779300013
chr4	151503077	151505843	ENSG00000181541.4	MAB21L2	NA	NA
chr4	152020725	152025804	ENSG00000145425.5	RPS3A	1	27.1919284222112
chr4	152023903	152246784	ENSG00000109686.12	SH3D19	1	0.619648173044856
chr4	152198323	152212605	ENSG00000189099.7	PRSS48	1	9.67006052768594
chr4	152330368	152584784	ENSG00000164142.11	FAM160A1	2	1.08568489761973
chr4	152591656	152682175	ENSG00000059691.7	PET112	1	1.52573276832942
chr4	153242410	153457253	ENSG00000109670.9	FBXW7	1	0.642831297535459
chr4	153539784	153601317	ENSG00000170006.7	TMEM154	1	2.24445101744447
chr4	153690506	153700916	ENSG00000169989.2	TIGD4	NA	NA
chr4	153701089	153839615	ENSG00000164144.10	ARFIP1	1	0.996981104315512
chr4	153857504	153900848	ENSG00000137460.4	FHDC1	1	3.18631885512206
chr4	154073494	154260472	ENSG00000109654.10	TRIM2	4	2.95452522663438
chr4	154265801	154336270	ENSG00000121211.3	MND1	1	1.95983772235182
chr4	154387498	154557863	ENSG00000121210.11	KIAA0922	1	0.810658318647672
chr4	154622652	154626851	ENSG00000137462.6	TLR2	NA	NA
chr4	154631277	154681387	ENSG00000145428.10	RNF175	2	5.51218537044145
chr4	154701744	154710272	ENSG00000145423.4	SFRP2	NA	NA
chr4	155153399	155412930	ENSG00000197410.8	DCHS2	1	0.532143768784502
chr4	155456158	155471587	ENSG00000171566.7	PLRG1	1	8.95118312634718
chr4	155484108	155492238	ENSG00000171564.7	FGB	NA	NA
chr4	155504278	155511918	ENSG00000171560.10	FGA	NA	NA
chr4	155525286	155534119	ENSG00000171557.12	FGG	NA	NA
chr4	155548097	155674270	ENSG00000121207.7	LRAT	1	1.09459079562514
chr4	155702365	155749965	ENSG00000151962.3	RBM46	1	2.90142446336997
chr4	156129781	156138230	ENSG00000185149.5	NPY2R	NA	NA
chr4	156263810	156298122	ENSG00000164114.14	MAP9	NA	NA
chr4	156587863	156653501	ENSG00000164116.12	GUCY1A3	1	2.10408306859457
chr4	156680144	156728743	ENSG00000061918.8	GUCY1B3	1	2.84178284442912
chr4	156750881	156787425	ENSG00000256394.2	ASIC5	1	3.77921969287463
chr4	156775890	156841558	ENSG00000151790.4	TDO2	1	2.10312183188784
chr4	156845270	156875069	ENSG00000256043.2	CTSO	1	4.63464560745027
chr4	157555646	157563606	ENSG00000251283.1	RP11-171N4.2	NA	NA
chr4	157681606	157892546	ENSG00000145431.6	PDGFC	1	0.654725535490711
chr4	157997209	158093242	ENSG00000109738.6	GLRB	1	1.43812860637917
chr4	158125334	158287227	ENSG00000120251.14	GRIA2	1	0.853080766039363
chr4	159045626	159094470	ENSG00000164125.11	FAM198B	1	2.82752854918538
chr4	159122756	159176563	ENSG00000164124.6	TMEM144	1	2.56672560180665
chr4	159236463	159574524	ENSG00000171509.11	RXFP1	1	0.408529243114144
chr4	159587831	159593407	ENSG00000205208.4	C4orf46	1	24.7682576141339
chr4	159593277	159630775	ENSG00000171503.7	ETFDH	1	3.68307121596913
chr4	159630286	159644548	ENSG00000171497.4	PPID	1	9.68362112301294
chr4	159690290	159829201	ENSG00000052795.8	FNIP2	1	0.994217912594471
chr4	159814286	159959912	ENSG00000164123.6	C4orf45	1	0.948373260656824
chr4	160025330	160281321	ENSG00000109756.4	RAPGEF2	1	0.539502578045363
chr4	162305049	163085187	ENSG00000168843.9	FSTL5	1	0.177029967078146
chr4	164031225	164088073	ENSG00000145414.4	NAF1	2	4.85884479511718
chr4	164245113	164265984	ENSG00000164128.2	NPY1R	1	6.61721069696759
chr4	164265091	164273086	ENSG00000164129.7	NPY5R	NA	NA
chr4	164392257	164395047	ENSG00000151005.3	TKTL2	NA	NA
chr4	164415594	164441691	ENSG00000198498.5	TMA16	1	5.29209504756909
chr4	164445450	165305202	ENSG00000145416.9	MARCH1	1	0.1606367934665
chr4	165875598	165898820	ENSG00000183439.5	TRIM61	1	5.9472829410219
chr4	165878100	165880273	ENSG00000250486.2	FAM218A	NA	NA
chr4	165953105	165962896	ENSG00000176979.8	TRIM60	3	42.3167616555236
chr4	165995574	166129701	ENSG00000170088.9	TMEM192	1	1.02967936699107
chr4	166128770	166244308	ENSG00000109466.9	KLHL2	4	4.78138117178454
chr4	166248775	166264312	ENSG00000052802.8	MSMO1	1	8.88896211986938
chr4	166282346	166419472	ENSG00000109472.9	CPE	2	2.01431974179092
chr4	166794410	167025047	ENSG00000038295.3	TLL1	1	0.598810270929689
chr4	167654535	168155947	ENSG00000196104.6	SPOCK3	1	0.275437772642878
chr4	169013666	169108841	ENSG00000109511.6	ANXA10	1	1.45109329610098
chr4	169137444	169239958	ENSG00000137628.12	DDX60	1	1.34720920514672
chr4	169277886	169458937	ENSG00000181381.9	DDX60L	1	0.762811608090597
chr4	169418217	169849608	ENSG00000129116.13	PALLD	1	0.320145307751925
chr4	169784921	169931426	ENSG00000145439.7	CBR4	1	0.942683215292383
chr4	170015407	170192256	ENSG00000154447.10	SH3RF1	1	0.780936304171415
chr4	170314426	170533780	ENSG00000137601.11	NEK1	1	0.629611515889433
chr4	170533784	170644824	ENSG00000109572.9	CLCN3	1	1.24376625050802
chr4	170650616	170679104	ENSG00000056050.6	C4orf27	1	4.84792910897257
chr4	170907748	170954182	ENSG00000198948.7	MFAP3L	1	2.97428187225763
chr4	170981373	171012850	ENSG00000109576.9	AADAT	9	39.4882053597133
chr4	172733405	173962710	ENSG00000174473.11	GALNTL6	1	0.112346248047808
chr4	174089904	174245118	ENSG00000109586.7	GALNT7	1	0.889789609548176
chr4	174252846	174256276	ENSG00000164104.7	HMGB2	1	40.2646660222771
chr4	174291120	174298683	ENSG00000164105.3	SAP30	1	18.2609816813977
chr4	174305852	174327531	ENSG00000164106.3	SCRG1	1	6.37058002935609
chr4	174446120	174451380	ENSG00000164107.7	HAND2	1	26.2562365886712
chr4	175157809	175205415	ENSG00000164117.8	FBXO8	1	2.90105878369135
chr4	175204828	175254531	ENSG00000164118.8	CEP44	1	2.7786613374728
chr4	175411328	175444305	ENSG00000164120.9	HPGD	2	8.37600779066686
chr4	175558065	175750465	ENSG00000145451.8	GLRA3	1	0.717816031478226
chr4	175750819	175899331	ENSG00000168594.11	ADAM29	NA	NA
chr4	176554085	176923815	ENSG00000150625.12	GPM6A	1	0.373536917362428
chr4	176986985	177103978	ENSG00000150627.11	WDR17	3	3.5414376361768
chr4	177105789	177116822	ENSG00000150628.2	SPATA4	1	12.5177018450476
chr4	177134824	177198722	ENSG00000164122.4	ASB5	1	2.16137914264
chr4	177241115	177253396	ENSG00000129128.8	SPCS3	1	11.245648111425
chr4	177604689	177713881	ENSG00000150630.2	VEGFC	1	1.26481614455647
chr4	178163693	178169927	ENSG00000249008.1	RP11-487E13.1	NA	NA
chr4	178230990	178284097	ENSG00000109674.3	NEIL3	1	2.60055744923288
chr4	178351924	178363657	ENSG00000038002.4	AGA	1	11.7708859163394
chr4	178649911	178911904	ENSG00000231171.3	RP11-389E17.1	1	0.527143108618973
chr4	183065140	183724177	ENSG00000218336.3	TENM3	1	0.209560016291059
chr4	183811213	183839089	ENSG00000129187.10	DCTD	1	4.95436233521347
chr4	184020446	184241930	ENSG00000151718.11	WWC2	1	0.623556574995984
chr4	184239220	184241927	ENSG00000177300.5	CLDN22	NA	NA
chr4	184242917	184243579	ENSG00000185758.7	CLDN24	NA	NA
chr4	184365744	184369351	ENSG00000168564.5	CDKN2AIP	2	76.5776570315556
chr4	184426147	184432249	ENSG00000168556.5	ING2	NA	NA
chr4	184560788	184580378	ENSG00000182552.10	RWDD4	1	7.04991344851509
chr4	184580420	184634745	ENSG00000168538.11	TRAPPC11	1	2.54225134756393
chr4	184774584	184944679	ENSG00000173320.5	STOX2	1	0.811945115708343
chr4	185009859	185142383	ENSG00000164303.6	ENPP6	1	1.04213428855461
chr4	185308867	185395734	ENSG00000168310.6	IRF2	1	1.58987652913547
chr4	185548850	185570663	ENSG00000164305.13	CASP3	2	12.6628895114299
chr4	185570767	185616117	ENSG00000164306.6	PRIMPOL	1	3.0453760629859
chr4	185615772	185655287	ENSG00000151725.7	MLF1IP	NA	NA
chr4	185676749	185747972	ENSG00000151726.9	ACSL1	1	1.93908996330414
chr4	185734773	185742443	ENSG00000251139.1	RP11-701P16.2	1	18.0062326540301
chr4	185939995	185941958	ENSG00000187821.4	HELT	1	70.3554785819718
chr4	186064395	186071536	ENSG00000151729.6	SLC25A4	1	19.3401210553719
chr4	186080819	186130658	ENSG00000164323.8	KIAA1430	1	2.77107896339033
chr4	186125391	186291339	ENSG00000109762.11	SNX25	1	0.832235425894922
chr4	186285032	186317053	ENSG00000109771.11	LRP2BP	1	4.31303845777492
chr4	186317175	186321782	ENSG00000186352.4	ANKRD37	1	29.9778173337119
chr4	186320694	186347139	ENSG00000109775.6	UFSP2	1	5.22245431863909
chr4	186347394	186370980	ENSG00000205129.4	C4orf47	NA	NA
chr4	186366336	186392913	ENSG00000168491.5	CCDC110	NA	NA
chr4	186392670	186393417	ENSG00000249679.1	RP11-279O9.4	NA	NA
chr4	186422851	186456766	ENSG00000154553.9	PDLIM3	1.5	6.10826202814731
chr4	186506598	186877806	ENSG00000154556.13	SORBS2	1	0.37204964455618
chr4	186990306	187009223	ENSG00000164342.8	TLR3	NA	NA
chr4	187025573	187093821	ENSG00000109794.9	FAM149A	1	2.0236168745811
chr4	187111913	187112626	ENSG00000269302.1	AC110771.1	1	193.699585492862
chr4	187112674	187134610	ENSG00000145476.11	CYP4V2	1	6.29594294567882
chr4	187130133	187179625	ENSG00000164344.11	KLKB1	1	2.7905076468199
chr4	187187099	187210835	ENSG00000088926.9	F11	1	5.81849530065768
chr4	187347700	187476464	ENSG00000272297.1	RP11-215A19.2	1	1.07256534789546
chr4	187454809	187476721	ENSG00000168412.6	MTNR1A	NA	NA
chr4	187508937	187647876	ENSG00000083857.9	FAT1	1	0.994017550553916
chr4	188916925	188926204	ENSG00000179059.5	ZFP42	NA	NA
chr4	189012427	189030757	ENSG00000179046.4	TRIML2	NA	NA
chr4	189060573	189068897	ENSG00000184108.3	TRIML1	NA	NA
chr4	190861943	190884359	ENSG00000109536.7	FRG1	1	6.16112618024673
chr4	190945506	190948412	ENSG00000205097.2	FRG2	NA	NA
chr4	190992087	190993897	ENSG00000258755.3	DUX4L7	NA	NA
chr4	190995380	190997190	ENSG00000258697.2	DUX4L6	NA	NA
chr4	190998673	191000532	ENSG00000259063.2	DUX4L5	NA	NA
chr4	191001979	191003777	ENSG00000258834.2	DUX4L4	NA	NA
chr4	191005267	191007077	ENSG00000258389.2	DUX4	NA	NA
chr4	191008560	191010370	ENSG00000259034.2	DUX4L3	NA	NA
chr4	191011860	191013719	ENSG00000259128.1	DUX4L2	NA	NA
chr5	140373	190085	ENSG00000153404.9	PLEKHG4B	1	2.77815828082577
chr5	191626	195468	ENSG00000185028.3	LRRC14B	NA	NA
chr5	196986	218330	ENSG00000164366.3	CCDC127	NA	NA
chr5	218356	256815	ENSG00000073578.12	SDHA	1	3.59103992450169
chr5	271736	353971	ENSG00000249915.3	PDCD6	1	1.67942852138883
chr5	304291	438406	ENSG00000063438.12	AHRR	1	1.02977149801596
chr5	441645	443258	ENSG00000221990.2	C5orf55	NA	NA
chr5	443273	472052	ENSG00000180104.11	EXOC3	1	4.79890908149729
chr5	466239	473213	ENSG00000188242.4	CTD-2228K2.5	1	19.803241246976
chr5	473425	524447	ENSG00000066230.6	SLC9A3	1	2.706828514296
chr5	612387	667283	ENSG00000112877.6	CEP72	2	5.03161630925425
chr5	660883	693510	ENSG00000171368.10	TPPP	1	4.23292991866891
chr5	667759	668839	ENSG00000268885.1	AC026740.1	NA	NA
chr5	710471	851101	ENSG00000188818.8	ZDHHC11	1	0.982065024933589
chr5	710475	767067	ENSG00000206077.6	ZDHHC11B	1	2.44041215112402
chr5	850406	892939	ENSG00000028310.13	BRD9	1	3.24707414140575
chr5	892758	919472	ENSG00000071539.9	TRIP13	1	5.16986615469082
chr5	979480	981415	ENSG00000250173.1	RP11-661C8.3	NA	NA
chr5	1008944	1039058	ENSG00000145506.9	NKD2	1	4.58616605088698
chr5	1050499	1112150	ENSG00000113504.15	SLC12A7	1	2.24015513870676
chr5	1201710	1225232	ENSG00000174358.11	SLC6A19	1	5.87143119022237
chr5	1225470	1246304	ENSG00000164363.8	SLC6A18	1	6.62896248710812
chr5	1253262	1295184	ENSG00000164362.14	TERT	1	3.29439922848172
chr5	1317859	1345214	ENSG00000049656.9	CLPTM1L	1	5.04872251714168
chr5	1392909	1445545	ENSG00000142319.14	SLC6A3	1	2.62382788312962
chr5	1456595	1524092	ENSG00000153395.5	LPCAT1	1	2.04613248672401
chr5	1798500	1801480	ENSG00000171421.8	MRPL36	1	46.3449008242989
chr5	1801514	1816719	ENSG00000145494.7	NDUFS6	1	9.08305192084253
chr5	1877541	1887350	ENSG00000113430.5	IRX4	1	14.0797027685198
chr5	2745959	2752969	ENSG00000170561.8	IRX2	1	19.7015412919273
chr5	2752245	2755508	ENSG00000186493.7	C5orf38	1	42.3254074337759
chr5	3596168	3601517	ENSG00000170549.3	IRX1	2	51.6387378786355
chr5	5140443	5320417	ENSG00000145536.11	ADAMTS16	1	0.767376423574575
chr5	5420777	5490347	ENSG00000164151.7	KIAA0947	1	1.98516320909028
chr5	6371994	6378707	ENSG00000133398.3	MED10	NA	NA
chr5	6448736	6495022	ENSG00000215218.3	UBE2QL1	1	2.98379217163744
chr5	6599352	6633404	ENSG00000037474.10	NSUN2	1	4.05579127382857
chr5	6633456	6669675	ENSG00000145545.7	SRD5A1	1	3.81313135250588
chr5	6714718	6757161	ENSG00000112941.8	PAPD7	1	3.25395953293619
chr5	7396321	7830194	ENSG00000078295.11	ADCY2	1	0.318313894748949
chr5	7830491	7851603	ENSG00000215217.2	C5orf49	2	13.0833463865489
chr5	7851299	7906138	ENSG00000124275.10	MTRR	1	2.51842310137695
chr5	7859272	7869150	ENSG00000124279.7	FASTKD3	1	13.9813529516512
chr5	9035138	9546187	ENSG00000112902.7	SEMA5A	1	0.270243762254521
chr5	9629109	9712490	ENSG00000169777.5	TAS2R1	4	6.62538489374849
chr5	10226442	10250009	ENSG00000150756.9	FAM173B	NA	NA
chr5	10250033	10266524	ENSG00000150753.7	CCT5	NA	NA
chr5	10275987	10308138	ENSG00000164237.4	CMBL	1	4.29559903133372
chr5	10353815	10440500	ENSG00000145495.10	MARCH6	1	1.59321456372395
chr5	10441636	10472141	ENSG00000145491.7	ROPN1L	3	13.582147627249
chr5	10505108	10522196	ENSG00000249160.1	RP11-1C1.5	NA	NA
chr5	10564442	10650308	ENSG00000164236.7	ANKRD33B	1	1.60841083148639
chr5	10679342	10761384	ENSG00000112977.11	DAP	1	1.68337929909571
chr5	10971952	11904155	ENSG00000169862.14	CTNND2	1	0.148152070371379
chr5	13690440	13944652	ENSG00000039139.9	DNAH5	1	0.54327806892047
chr5	14143811	14532235	ENSG00000038382.13	TRIO	1	0.355559400182302
chr5	14581884	14615116	ENSG00000145569.5	FAM105A	1	4.1558679723282
chr5	14664773	14699820	ENSG00000154124.4	FAM105B	1	3.94064554616403
chr5	14704910	14871887	ENSG00000154122.8	ANKH	1	0.827106753962585
chr5	15500305	15939900	ENSG00000183580.8	FBXL7	1	0.314170553478567
chr5	16067248	16180871	ENSG00000183654.8	MARCH11	1	1.21549162103105
chr5	16451628	16465901	ENSG00000173545.4	ZNF622	NA	NA
chr5	16473147	16617167	ENSG00000154153.9	FAM134B	2	1.91789757612013
chr5	16665395	16936372	ENSG00000145555.10	MYO10	1	0.50966615047185
chr5	17065707	17276943	ENSG00000176788.7	BASP1	1	0.653808084116394
chr5	19473060	20575982	ENSG00000145526.7	CDH18	1	0.125219919864152
chr5	21750782	22853731	ENSG00000154162.9	CDH12	1	0.125216854502258
chr5	23507264	23528706	ENSG00000164256.5	PRDM9	NA	NA
chr5	23951457	24178372	ENSG00000248874.1	C5orf17	1	0.608632326890733
chr5	24487209	24645087	ENSG00000040731.6	CDH10	1	0.87477548775897
chr5	26880709	27121257	ENSG00000113100.5	CDH9	1	0.574138236262245
chr5	31193857	31329253	ENSG00000113361.8	CDH6	1	1.02002868959504
chr5	31400604	31532303	ENSG00000113360.12	DROSHA	1	1.04866251419077
chr5	31532373	31555165	ENSG00000082213.13	C5orf22	NA	NA
chr5	31639517	32111037	ENSG00000133401.11	PDZD2	1	0.292899144164427
chr5	32124810	32174456	ENSG00000113384.9	GOLPH3	1	2.7818515984452
chr5	32227100	32313115	ENSG00000150712.6	MTMR12	1	1.60562465217009
chr5	32354456	32444867	ENSG00000056097.11	ZFR	1	1.52755532464424
chr5	32531739	32604185	ENSG00000113387.7	SUB1	1	1.90635513977874
chr5	32689176	32791819	ENSG00000113389.11	NPR3	1	1.34551605522452
chr5	32788945	32791819	ENSG00000181495.1	AC026703.1	NA	NA
chr5	33440802	33469644	ENSG00000113407.9	TARS	1	4.78842675460823
chr5	33523640	33892297	ENSG00000151388.6	ADAMTS12	1	0.374624120676972
chr5	33936491	33939023	ENSG00000182631.5	RXFP3	NA	NA
chr5	33944721	33984835	ENSG00000164175.10	SLC45A2	1	3.44288289515906
chr5	33986283	34008220	ENSG00000242110.3	AMACR	1	6.29565594458725
chr5	33987279	34124633	ENSG00000273294.1	RP11-1084J3.4	1	1.00548804153072
chr5	34019553	34043937	ENSG00000082196.16	C1QTNF3	2	11.3277398668316
chr5	34656342	34832732	ENSG00000039560.9	RAI14	3	2.34890534253207
chr5	34838938	34899561	ENSG00000205838.8	TTC23L	2	4.5562840656652
chr5	34905369	34919094	ENSG00000113456.14	RAD1	1	10.0624994139461
chr5	34915481	34926101	ENSG00000113460.8	BRIX1	1	13.0045013612439
chr5	34929698	34959069	ENSG00000168724.10	DNAJC21	1	4.70218257656908
chr5	34998206	35048198	ENSG00000113492.9	AGXT2	1	2.76259810482498
chr5	35048861	35230794	ENSG00000113494.12	PRLR	1	0.759113544307028
chr5	35051012	35051198	ENSG00000269027.1	AC010368.2	NA	NA
chr5	35617946	35814713	ENSG00000152582.8	SPEF2	1	0.701884993197084
chr5	35852797	35879705	ENSG00000168685.10	IL7R	NA	NA
chr5	35904397	35938881	ENSG00000152611.7	CAPSL	3	12.0149464496355
chr5	35951112	36001130	ENSG00000145626.7	UGT3A1	1	2.76116207078273
chr5	36035119	36071460	ENSG00000168671.5	UGT3A2	NA	NA
chr5	36098514	36152063	ENSG00000164187.6	LMBRD2	1	2.57909212975799
chr5	36152091	36184421	ENSG00000145604.11	SKP2	2	8.54363157787879
chr5	36192694	36242381	ENSG00000152620.8	NADK2	1	2.77955611037919
chr5	36248536	36302216	ENSG00000164188.4	RANBP3L	1	2.57279814561123
chr5	36606457	36688436	ENSG00000079215.9	SLC1A3	1	1.68467295839679
chr5	36876861	37066515	ENSG00000164190.12	NIPBL	1	0.728209288791223
chr5	37106330	37249530	ENSG00000197603.9	C5orf42	1	0.964439975254264
chr5	37288239	37371283	ENSG00000113569.11	NUP155	1	1.66306782496521
chr5	37379314	37753537	ENSG00000082068.4	WDR70	1	0.36905215461479
chr5	37812779	37839788	ENSG00000168621.10	GDNF	1.5	7.67009910343278
chr5	38258511	38465123	ENSG00000164318.13	EGFLAM	1	0.66844038321303
chr5	38475065	38608456	ENSG00000113594.5	LIFR	1	1.03536073990307
chr5	38845960	38945698	ENSG00000145623.8	OSMR	1	1.38470597421655
chr5	38938021	39074510	ENSG00000164327.8	RICTOR	1	1.01186032908447
chr5	39105338	39274630	ENSG00000082074.11	FYB	1	0.815796401817042
