chr	start	end	id	name	counts	rpkm
chr3	122458846	122512671	ENSG00000169087.6	HSPBAP1	1	0.00146190208355587
chr3	122513642	122599986	ENSG00000138463.8	DIRC2	1	0.000911318443057938
chr3	122628041	122747452	ENSG00000082684.10	SEMA5B	2	0.00131791676893075
chr3	122785909	122944074	ENSG00000065485.13	PDIA5	1	0.000497498685849554
chr3	122920774	122992977	ENSG00000121542.7	SEC22A	NA	NA
chr3	123001143	123168605	ENSG00000173175.10	ADCY5	1	0.00046987901522372
chr3	123209667	123304032	ENSG00000206527.5	PTPLB	1	0.000833856616832455
chr3	123328896	123603178	ENSG00000065534.14	MYLK	1	0.000286883133590227
chr3	123616152	123680564	ENSG00000175455.10	CCDC14	1	0.00122161832651361
chr3	123687368	123711025	ENSG00000065371.13	ROPN1	NA	NA
chr3	123798870	124445172	ENSG00000160145.11	KALRN	1	0.000121749398342253
chr3	124449213	124464040	ENSG00000114491.9	UMPS	NA	NA
chr3	124480795	124620265	ENSG00000082781.7	ITGB5	1	0.000564184983490318
chr3	124624289	124672663	ENSG00000173702.3	MUC13	1	0.00162663578879966
chr3	124684554	124774802	ENSG00000173706.8	HEG1	1	0.000871896104593948
chr3	124801480	124998021	ENSG00000221955.6	SLC12A8	1	0.000400358600227915
chr3	124944405	125094198	ENSG00000163848.14	ZNF148	3	0.00157591235199364
chr3	125165495	125239041	ENSG00000114520.6	SNX4	72	0.0770328139479022
chr3	125247702	125313934	ENSG00000144909.7	OSBPL11	NA	NA
chr3	125648118	125655882	ENSG00000189366.5	ALG1L	NA	NA
chr3	125687987	125702297	ENSG00000114547.5	ROPN1B	1	0.00549873372798006
chr3	125725198	125820404	ENSG00000114544.11	SLC41A3	1	0.000826490763685006
chr3	125822412	125916837	ENSG00000144908.9	ALDH1L1	1	0.000833326763541378
chr3	126061478	126076285	ENSG00000163884.3	KLF15	1	0.00531416759960793
chr3	126113782	126155399	ENSG00000163885.7	CCDC37	1	0.00189073887227322
chr3	126156444	126194762	ENSG00000070476.10	ZXDC	2.5	0.0051338065430995
chr3	126200124	126236616	ENSG00000159650.4	UROC1	1	0.00215627753062026
chr3	126243126	126262134	ENSG00000180767.5	CHST13	1	0.00413967169862135
chr3	126245842	126277808	ENSG00000180697.4	C3orf22	1	0.00246158041817539
chr3	126290622	126373998	ENSG00000197763.8	TXNRD3	4	0.00377503740392413
chr3	126290625	126327398	ENSG00000206483.4	TXNRD3NB	7	0.0149786027120921
chr3	126423063	126679249	ENSG00000159685.6	CHCHD6	1	0.000307147461794925
chr3	126707437	126756235	ENSG00000114554.7	PLXNA1	1	0.00161250214450171
chr3	126911974	126917025	ENSG00000214324.1	C3orf56	NA	NA
chr3	127291912	127317094	ENSG00000163870.10	TPRA1	3	0.00937418151624906
chr3	127317066	127341276	ENSG00000073111.9	MCM2	NA	NA
chr3	127348024	127391652	ENSG00000114631.10	PODXL2	1	0.00180358667936634
chr3	127391778	127399768	ENSG00000114626.13	ABTB1	1	0.00984817016863512
chr3	127407909	127542051	ENSG00000074416.9	MGLL	1	0.000586593905319696
chr3	127634075	127706514	ENSG00000187715.9	KBTBD12	2	0.00217250043891811
chr3	127770484	127790526	ENSG00000058262.5	SEC61A1	1	0.00392609917410411
chr3	127783621	127872757	ENSG00000175792.7	RUVBL1	3	0.00264831985889185
chr3	127872297	128127485	ENSG00000132394.6	EEFSEC	1	0.000308348667050938
chr3	128181282	128186091	ENSG00000179407.3	DNAJB8	1	0.0163624203883125
chr3	128198270	128212028	ENSG00000179348.7	GATA2	1	0.00571935453171934
chr3	128290843	128294929	ENSG00000198685.2	C3orf27	NA	NA
chr3	128338817	128399918	ENSG00000163902.7	RPN1	1	0.00128781656024279
chr3	128444965	128533639	ENSG00000075785.8	RAB7A	1	0.000887372619340445
chr3	128598439	128634910	ENSG00000177646.13	ACAD9	1	0.00215751911511597
chr3	128628709	128721533	ENSG00000114656.6	KIAA1257	6	0.00508619837417444
chr3	128628717	128690173	ENSG00000187695.6	RP11-723O4.6	6	0.00768226500072195
chr3	128720472	128759585	ENSG00000114654.6	EFCC1	1	0.00201178328554175
chr3	128779610	128781249	ENSG00000169704.4	GP9	NA	NA
chr3	128806412	128841644	ENSG00000172780.12	RAB43	1	0.00223339236056411
chr3	128806418	128879879	ENSG00000261796.1	ISY1-RAB43	1	0.00107113815013946
chr3	128846258	128880136	ENSG00000240682.5	ISY1	1	0.00232265421947561
chr3	128888327	128902765	ENSG00000169714.12	CNBP	1	0.00544998473801044
chr3	128968449	128996614	ENSG00000181789.10	COPG1	1	0.00279378234146617
chr3	128997671	129025029	ENSG00000183624.9	HMCES	1	0.00287619269125648
chr3	129033615	129035120	ENSG00000184897.4	H1FX	7	0.365985486732068
chr3	129120164	129147494	ENSG00000172771.7	EFCAB12	NA	NA
chr3	129149787	129158878	ENSG00000129071.5	MBD4	1	0.00865547020651135
chr3	129158968	129239198	ENSG00000163913.7	IFT122	1	0.000980766292501491
chr3	129247483	129254012	ENSG00000163914.4	RHO	6	0.072311422558488
chr3	129262057	129270310	ENSG00000178804.3	H1FOO	NA	NA
chr3	129274018	129325661	ENSG00000004399.8	PLXND1	3	0.00457100940964282
chr3	129366635	129612419	ENSG00000172765.12	TMCC1	5	0.00160073234318334
chr3	129693148	129696781	ENSG00000170893.3	TRH	NA	NA
chr3	130064359	130203688	ENSG00000172752.10	COL6A5	1	0.000564755934854873
chr3	130279178	130396999	ENSG00000206384.6	COL6A6	1	0.00066785105921181
chr3	130397779	130465673	ENSG00000196455.3	PIK3R4	1	0.00115896661925052
chr3	130569439	130735556	ENSG00000017260.15	ATP2C1	1	0.000473683486021266
chr3	130732719	130746493	ENSG00000034533.7	ASTE1	1	0.00571271087900353
chr3	130745694	131069309	ENSG00000114670.9	NEK11	1	0.000243149667498091
chr3	131100515	131107674	ENSG00000198585.7	NUDT16	1	0.010991322761195
chr3	131181056	131221827	ENSG00000114686.4	MRPL3	14	0.0270196049903982
chr3	131252399	132004254	ENSG00000196353.7	CPNE4	1	0.000104656987913088
chr3	132036211	132087142	ENSG00000014257.11	ACPP	1	0.00154497024694969
chr3	132136370	132257876	ENSG00000138246.11	DNAJC13	1	0.000647596658991281
chr3	132276982	132379567	ENSG00000240303.3	ACAD11	1	0.000767040792000728
chr3	132276986	132441303	ENSG00000113971.14	NPHP3	1	0.000478872421279567
chr3	132316081	132337811	ENSG00000129048.6	ACKR4	2	0.00724223466612008
chr3	132373290	132396941	ENSG00000081307.8	UBA5	1	0.00332700011193584
chr3	132757235	133116636	ENSG00000144868.9	TMEM108	1	0.00021893895578308
chr3	133118839	133194066	ENSG00000170819.4	BFSP2	1	0.00104599252459083
chr3	133292574	133309105	ENSG00000091527.11	CDV3	1	0.00475995884383248
chr3	133317019	133380737	ENSG00000163781.8	TOPBP1	1	0.00123492387782722
chr3	133464800	133497850	ENSG00000091513.10	TF	NA	NA
chr3	133502877	133544616	ENSG00000144867.7	SRPRB	221	0.41663193660783
chr3	133543083	133614680	ENSG00000154917.6	RAB6B	2	0.00219804962910163
chr3	133646992	133648656	ENSG00000221972.2	C3orf36	NA	NA
chr3	133651540	133771028	ENSG00000174640.8	SLCO2A1	1	0.000658533741023322
chr3	133784147	133969689	ENSG00000163785.8	RYK	2	0.000848184019223622
chr3	134074716	134094321	ENSG00000114019.10	AMOTL2	1	0.00401361283587833
chr3	134196548	134205558	ENSG00000129055.8	ANAPC13	NA	NA
chr3	134204585	134293859	ENSG00000182923.12	CEP63	1	0.000881408692871325
chr3	134316643	134979309	ENSG00000154928.12	EPHB1	1	0.000118742895587513
chr3	134321980	134370478	ENSG00000174611.7	KY	1	0.00162247679589663
chr3	135684515	135866733	ENSG00000073711.6	PPP2R3A	1	0.000431828247743882
chr3	135867764	135916083	ENSG00000174579.3	MSL2	1	0.00162848733722541
chr3	135969148	136056738	ENSG00000114054.9	PCCB	1	0.000898354602664627
chr3	136055077	136471220	ENSG00000118007.8	STAG1	1	0.00018908615463289
chr3	136537489	136574734	ENSG00000168917.8	SLC35G2	1	0.0021126830352368
chr3	136581050	136668665	ENSG00000158092.2	NCK1	1	0.000898098266819548
chr3	136665072	136729927	ENSG00000174564.8	IL20RB	1	0.00121327391330498
chr3	137483579	137484396	ENSG00000168875.1	SOX14	NA	NA
chr3	137717577	137752494	ENSG00000066405.8	CLDN18	9	0.0202818660488173
chr3	137780832	137834660	ENSG00000158163.10	DZIP1L	NA	NA
chr3	137842560	137851229	ENSG00000118017.3	A4GNT	NA	NA
chr3	137879854	137893791	ENSG00000138231.8	DBR1	1	0.00564589794413393
chr3	137906109	138017231	ENSG00000114098.13	ARMC8	1	0.000708112521799415
chr3	137980279	138048728	ENSG00000181322.9	NME9	NA	NA
chr3	138066539	138124375	ENSG00000158186.8	MRAS	1	0.00136051731875293
chr3	138153428	138200528	ENSG00000158220.9	ESYT3	1	0.00167063438741815
chr3	138213186	138313380	ENSG00000114107.4	CEP70	1	0.000785345226734082
chr3	138327448	138352218	ENSG00000158234.8	FAIM	1	0.00317670083356458
chr3	138372860	138553780	ENSG00000051382.4	PIK3CB	1	0.000434926374349959
chr3	138663066	138665982	ENSG00000183770.5	FOXL2	NA	NA
chr3	138666076	138672293	ENSG00000206262.4	C3orf72	1	0.0126567282688426
chr3	138722804	138725110	ENSG00000206260.2	PRR23A	1	0.0341226711393732
chr3	138724648	139076065	ENSG00000175110.7	MRPS22	1	0.000223913127843544
chr3	138737873	138739768	ENSG00000184814.5	PRR23B	NA	NA
chr3	138760944	138763734	ENSG00000233701.2	PRR23C	1	0.0282031826693171
chr3	139074442	139108574	ENSG00000184432.5	COPB2	1	0.00230536973067487
chr3	139171726	139199589	ENSG00000114113.2	RBP2	NA	NA
chr3	139236276	139258671	ENSG00000114115.5	RBP1	1	0.00351359141091291
chr3	139279022	139396859	ENSG00000163864.10	NMNAT3	1	0.000667760377872779
chr3	139654027	140296239	ENSG00000158258.11	CLSTN2	1	0.000122524773201676
chr3	140396881	140419992	ENSG00000155890.3	TRIM42	NA	NA
chr3	140660672	140698775	ENSG00000114120.7	SLC25A36	1	0.00206510982461734
chr3	140770244	140867453	ENSG00000175093.4	SPSB4	1	0.00080946084876292
chr3	140947568	141013748	ENSG00000155893.7	ACPL2	1	0.00118898276892407
chr3	141043055	141168634	ENSG00000177311.6	ZBTB38	1	0.000626592659978138
chr3	141205889	141334184	ENSG00000155903.7	RASA2	1	0.000613327718518996
chr3	141457046	141466402	ENSG00000114125.9	RNF7	1	0.00841031206150007
chr3	141496990	141537332	ENSG00000114124.2	GRK7	10	0.0195049525673974
chr3	141594966	141645356	ENSG00000069849.6	ATP1B3	1.5	0.00234233616731677
chr3	141663277	141868386	ENSG00000114126.13	TFDP2	1	0.000383634456056997
chr3	141882414	141944449	ENSG00000175066.11	GK5	1	0.00126842717252188
chr3	142025449	142166904	ENSG00000114127.6	XRN1	1	0.0005562679272376
chr3	142168077	142297668	ENSG00000175054.10	ATR	1	0.0006071940153822
chr3	142315229	142432506	ENSG00000120756.8	PLS1	5	0.00335474473457688
chr3	142442916	142526730	ENSG00000144935.10	TRPC1	1	0.000938827399329404
chr3	142534764	142608045	ENSG00000163710.3	PCOLCE2	1	0.00107376918501924
chr3	142668006	142682178	ENSG00000188582.4	PAQR9	4	0.022209110823425
chr3	142683339	142779567	ENSG00000163714.13	U2SURP	1	0.000817712928122736
chr3	142838173	142841800	ENSG00000175040.4	CHST2	1	0.0216947558994747
chr3	142984064	143567373	ENSG00000181804.10	SLC9A9	1	0.000134897420830803
chr3	143690640	143767561	ENSG00000181744.4	C3orf58	1	0.00102295705525662
chr3	145782358	145784156	ENSG00000232013.1	AC107021.1	NA	NA
chr3	145787227	145881440	ENSG00000152952.7	PLOD2	1	0.000835201932295911
chr3	145910126	145968966	ENSG00000114698.10	PLSCR4	1	0.0013373025093031
chr3	146109208	146213778	ENSG00000163746.7	PLSCR2	1	0.000752480440349954
chr3	146232967	146262651	ENSG00000188313.8	PLSCR1	1	0.00265081793718484
chr3	146294342	146324003	ENSG00000231213.2	PLSCR5	NA	NA
chr3	147103833	147124647	ENSG00000174963.13	ZIC4	1	0.00378047850712956
chr3	147111209	147228080	ENSG00000152977.5	ZIC1	1	0.000673279766985776
chr3	148415571	148460795	ENSG00000144891.13	AGTR1	6	0.0104396178552178
chr3	148508889	148577974	ENSG00000153002.7	CPB1	1	0.00113898646084381
chr3	148583043	148614983	ENSG00000163751.3	CPA3	2	0.00492716841874732
chr3	148709128	148745419	ENSG00000163754.13	GYG1	1	0.00216822021017317
chr3	148747914	148804341	ENSG00000071794.11	HLTF	1	0.00139448986562097
chr3	148847371	148891519	ENSG00000163755.4	HPS3	NA	NA
chr3	148880197	148939842	ENSG00000047457.9	CP	2	0.00263850715558369
chr3	149036285	149052201	ENSG00000163762.2	TM4SF18	NA	NA
chr3	149086809	149095652	ENSG00000169908.6	TM4SF1	NA	NA
chr3	149191761	149221068	ENSG00000169903.6	TM4SF4	1	0.00268491758444722
chr3	149235022	149454501	ENSG00000018408.10	WWTR1	1	0.00035851666741417
chr3	149456257	149470286	ENSG00000114744.4	COMMD2	NA	NA
chr3	149478892	149686172	ENSG00000206199.5	ANKUB1	2	0.000759232725273974
chr3	149530495	149679926	ENSG00000082996.15	RNF13	1	0.00052657667851647
chr3	149682691	149768575	ENSG00000070087.9	PFN2	1	0.000916199520835018
chr3	149689066	149690535	ENSG00000268175.1	AC117395.1	5	0.267824641413869
chr3	150126122	150184218	ENSG00000196428.8	TSC22D2	1	0.00135442852601547
chr3	150259781	150321015	ENSG00000120742.6	SERP1	1	0.00128501942788965
chr3	150264465	150302029	ENSG00000144895.7	EIF2A	1	0.00209474176465218
chr3	150320662	150348222	ENSG00000198843.8	SELT	1	0.00285511174337426
chr3	150377672	150421758	ENSG00000163645.10	FAM194A	1	0.00178484960412364
chr3	150458914	150481264	ENSG00000181788.3	SIAH2	1	0.00352066575603555
chr3	150588832	150612089	ENSG00000214237.5	FAM188B2	1	0.00338336327331103
chr3	150600784	150659530	ENSG00000260234.1	RP11-166N6.3	1	0.00133944233900852
chr3	150643950	150690786	ENSG00000163646.6	CLRN1	1	0.00168005123510536
chr3	150803484	151154860	ENSG00000144893.8	MED12L	1	0.000223939254950238
chr3	150915619	150920988	ENSG00000174946.5	GPR171	NA	NA
chr3	150929905	150996255	ENSG00000174944.4	P2RY14	1	0.00118593639257565
chr3	151011891	151034740	ENSG00000138271.4	GPR87	NA	NA
chr3	151044100	151047336	ENSG00000181631.6	P2RY13	1	0.0243160938341763
chr3	151055168	151102600	ENSG00000169313.9	P2RY12	1	0.00165894079202637
chr3	151143172	151176497	ENSG00000152580.8	IGSF10	NA	NA
chr3	151451704	151479127	ENSG00000197953.5	AADACL2	1	0.0028693753290083
chr3	151531825	151546276	ENSG00000114771.9	AADAC	NA	NA
chr3	151591431	151602405	ENSG00000198829.5	SUCNR1	NA	NA
chr3	151961617	152183569	ENSG00000152601.13	MBNL1	1	0.000354522057234874
chr3	152057484	152058779	ENSG00000221962.3	TMEM14E	NA	NA
chr3	152552736	152555841	ENSG00000169860.4	P2RY1	1	0.0253419902246038
chr3	152880029	152886265	ENSG00000181467.2	RAP2B	1	0.0126181654341557
chr3	153202284	153220486	ENSG00000237787.2	C3orf79	NA	NA
chr3	153838792	153975616	ENSG00000114790.8	ARHGEF26	1	0.000575095594686566
chr3	153990335	154042286	ENSG00000174953.9	DHX36	1	0.00151463647759224
chr3	154055461	154147504	ENSG00000174948.5	GPR149	5	0.00427446300356326
chr3	154741913	154901497	ENSG00000196549.6	MME	1	0.000493074992777438
chr3	155093369	155462856	ENSG00000114805.12	PLCH1	2	0.000425925023870364
chr3	155459933	155461515	ENSG00000214919.2	AC104472.1	NA	NA
chr3	155480401	155524140	ENSG00000174928.11	C3orf33	NA	NA
chr3	155538813	155572218	ENSG00000169359.9	SLC33A1	NA	NA
chr3	155588325	155661815	ENSG00000163655.11	GMPS	1	0.00107071546669472
chr3	155755490	156256545	ENSG00000169282.13	KCNAB1	1	0.000157042399831146
chr3	156257929	156272973	ENSG00000114850.2	SSR3	1	0.00523044932513924
chr3	156391024	156424559	ENSG00000163659.8	TIPARP	NA	NA
chr3	156543270	156763918	ENSG00000197980.7	LEKR1	1	0.000356617234905345
chr3	156864297	156878549	ENSG00000163660.7	CCNL1	1	0.00552111139821742
chr3	156977531	157251408	ENSG00000197415.7	VEPH1	1	0.000287307366618572
chr3	157154578	157161417	ENSG00000163661.3	PTX3	1	0.0115056118800109
chr3	157261035	157395538	ENSG00000174899.6	C3orf55	1	0.000585019513671774
chr3	157814948	157824292	ENSG00000168779.15	SHOX2	1	0.00842111297596261
chr3	157823644	158263519	ENSG00000174891.8	RSRC1	1	0.000178884636879556
chr3	158288952	158325041	ENSG00000178053.13	MLF1	NA	NA
chr3	158362067	158410364	ENSG00000168827.10	GFM1	1	0.0016292291373666
chr3	158363611	158390482	ENSG00000079257.3	LXN	3	0.00878495921038234
chr3	158414681	158450485	ENSG00000118849.5	RARRES1	3	0.00659313593291766
chr3	158449987	158547508	ENSG00000118855.14	MFSD1	1	0.000806871131832063
chr3	158680024	159615155	ENSG00000250588.2	IQCJ-SCHIP1	1	8.41453011903088e-05
chr3	158680717	158984096	ENSG00000214216.6	IQCJ	1	0.000259368247793666
chr3	159557650	159615149	ENSG00000151967.14	SCHIP1	1	0.00136849127197681
chr3	159706537	159713806	ENSG00000168811.2	IL12A	NA	NA
chr3	159733811	159749210	ENSG00000242107.1	CTD-2049J23.3	NA	NA
chr3	159943423	159945999	ENSG00000180044.3	C3orf80	1	0.030546148931442
chr3	159945241	160167617	ENSG00000248710.1	RP11-432B6.3	2	0.000707692193828423
chr3	159974774	160117668	ENSG00000068885.10	IFT80	1	0.000550666085681657
chr3	160117062	160152750	ENSG00000113810.11	SMC4	3	0.00661456621111253
chr3	160150233	160203561	ENSG00000213186.3	TRIM59	1	0.00147552654604325
chr3	160212783	160283376	ENSG00000186432.4	KPNA4	1	0.00111465555575474
chr3	160394948	160396233	ENSG00000179674.2	ARL14	1	0.0612349257956379
chr3	160473390	160796695	ENSG00000163590.9	PPM1L	5	0.0012169140540263
chr3	160801671	160823172	ENSG00000169255.9	B3GALNT1	2	0.00731936929886002
chr3	160822484	160971320	ENSG00000169251.8	NMD3	1	0.000528681768170299
chr3	161062580	161090668	ENSG00000196542.4	SPTSSB	1	0.00280144117229403
chr3	161214596	161221730	ENSG00000182447.4	OTOL1	NA	NA
chr3	164696686	164796283	ENSG00000090402.3	SI	1	0.000790052708890776
chr3	164904508	164914897	ENSG00000121871.3	SLITRK3	NA	NA
chr3	165490692	165555260	ENSG00000114200.5	BCHE	NA	NA
chr3	166958075	167099134	ENSG00000169064.8	ZBBX	3	0.00167348867454174
chr3	167159577	167196792	ENSG00000114204.10	SERPINI2	3	0.00634315837544495
chr3	167196472	167371771	ENSG00000174776.6	WDR49	1	0.000448872381744303
chr3	167401086	167452727	ENSG00000114209.10	PDCD10	1	0.00152372881329553
chr3	167453031	167543356	ENSG00000163536.8	SERPINI1	1	0.000871152833073841
chr3	167726465	167813763	ENSG00000173905.4	GOLIM4	2	0.00180271895455554
chr3	168801287	169381406	ENSG00000085276.13	MECOM	1	0.000135639204451836
chr3	169484709	169487683	ENSG00000184378.2	ACTRT3	NA	NA
chr3	169490619	169507504	ENSG00000085274.11	MYNN	1	0.00466016462229166
chr3	169511216	169530774	ENSG00000171757.11	LRRC34	NA	NA
chr3	169539710	169555563	ENSG00000188306.6	LRRIQ4	3	0.0148905972965485
chr3	169556967	169587718	ENSG00000114248.5	LRRC31	NA	NA
chr3	169629360	169656963	ENSG00000187033.5	SAMD7	NA	NA
chr3	169684423	169716161	ENSG00000008952.12	SEC62	1	0.00247926396267549
chr3	169755717	169803191	ENSG00000173890.12	GPR160	1	0.00165747313576683
chr3	169804520	169899537	ENSG00000173889.11	PHC3	1	0.000828134751122374
chr3	169940153	170023769	ENSG00000163558.8	PRKCI	4	0.00376420204972229
chr3	170075466	170114623	ENSG00000136603.9	SKIL	3	0.00602856804510519
chr3	170136653	170578169	ENSG00000013297.6	CLDN11	1	0.000178219769266334
chr3	170177372	170303863	ENSG00000013293.5	SLC7A14	9	0.00559867434700138
chr3	170582664	170588272	ENSG00000163584.13	RPL22L1	9	0.126280655639542
chr3	170606204	170626482	ENSG00000163577.3	EIF5A2	3	0.0116412190029679
chr3	170714137	170744539	ENSG00000163581.9	SLC2A2	NA	NA
chr3	170779128	171178197	ENSG00000154310.12	TNIK	1	0.000197176126553039
chr3	171318195	171528740	ENSG00000075651.11	PLD1	1	0.000373729509831127
chr3	171509580	171527714	ENSG00000183657.2	PP13439	1	0.00433919045149414
chr3	171561139	171656505	ENSG00000186329.5	TMEM212	1	0.00082510412146252
chr3	171757418	172119455	ENSG00000075420.8	FNDC3B	1	0.000217344856043428
chr3	172019438	172019686	ENSG00000267979.1	AC092964.2	NA	NA
chr3	172034218	172039513	ENSG00000203443.2	AC092964.1	1	0.0148606004999801
chr3	172162923	172166246	ENSG00000121853.3	GHSR	NA	NA
chr3	172223298	172241297	ENSG00000121858.6	TNFSF10	2	0.00874347237595362
chr3	172348039	172429008	ENSG00000144959.5	NCEH1	3	0.00291544466329316
chr3	172361483	172361740	ENSG00000269496.1	AC007919.2	NA	NA
chr3	172468472	172539264	ENSG00000114346.9	ECT2	5	0.00555761100459054
chr3	172607148	172859058	ENSG00000144962.6	SPATA16	1	0.000312361079938846
chr3	173114074	174004434	ENSG00000169760.13	NLGN1	1	8.83764765346541e-05
chr3	174156363	175523428	ENSG00000177694.10	NAALADL2	1	5.75589892561031e-05
chr3	176737143	176915261	ENSG00000177565.11	TBL1XR1	1	0.000441768264001362
chr3	177990720	178562217	ENSG00000197584.7	KCNMB2	1	0.000137685551538144
chr3	178735011	178790067	ENSG00000172667.6	ZMAT3	1	0.00142921533797215
chr3	178865902	178957881	ENSG00000121879.3	PIK3CA	1	0.000855487444388335
chr3	178957530	178984790	ENSG00000171121.12	KCNMB3	1	0.00288653263563443
chr3	179040779	179053323	ENSG00000121864.5	ZNF639	NA	NA
chr3	179065480	179112719	ENSG00000171109.14	MFN1	1	0.00166571857252259
chr3	179116990	179169378	ENSG00000114450.5	GNB4	2	0.00300400395691359
chr3	179280668	179306196	ENSG00000136518.12	ACTL6A	1	0.00308237541708691
chr3	179306073	179322442	ENSG00000136522.9	MRPL47	1	0.00480706699538119
chr3	179322478	179345435	ENSG00000136521.8	NDUFB5	NA	NA
chr3	179370543	179507189	ENSG00000058056.4	USP13	227	0.130716754826037
chr3	179512746	179754841	ENSG00000114757.14	PEX5L	1	0.000325024802855882
chr3	180319918	180335616	ENSG00000163728.6	TTC14	1	0.00501254170259872
chr3	180320646	180588793	ENSG00000145075.7	CCDC39	2	0.000586893604234951
chr3	180585929	180700541	ENSG00000114416.13	FXR1	1	0.000686550096389511
chr3	180701497	180707562	ENSG00000205981.2	DNAJC19	NA	NA
chr3	181429714	181432221	ENSG00000181449.2	SOX2	2	0.0627737372536056
chr3	182511288	182639423	ENSG00000058063.11	ATP11B	1	0.000614093570432705
chr3	182655862	182703741	ENSG00000043093.9	DCUN1D1	1	0.00164345286341391
chr3	182733006	182833863	ENSG00000078070.7	MCCC1	1	0.000780182631323504
chr3	182840001	182881627	ENSG00000078081.3	LAMP3	1	0.00189033007368939
chr3	182895831	183146566	ENSG00000053524.7	MCF2L2	1	0.000313824873461601
chr3	182971032	183016292	ENSG00000176597.7	B3GNT5	2	0.00347710471265553
chr3	183205319	183273477	ENSG00000172578.7	KLHL6	1	0.00115447753231308
chr3	183353356	183402265	ENSG00000114796.11	KLHL24	2	0.00321768507421516
chr3	183415606	183530413	ENSG00000163872.11	YEATS2	1	0.000685383989193992
chr3	183533664	183543382	ENSG00000180834.3	MAP6D1	1	0.00809702404274487
chr3	183547173	183602721	ENSG00000175193.8	PARL	16	0.0226649037653617
chr3	183637722	183735803	ENSG00000114770.12	ABCC5	2	0.00160452849476238
chr3	183749332	183757157	ENSG00000186090.6	HTR3D	NA	NA
chr3	183770835	183778459	ENSG00000178084.1	HTR3C	3	0.0309628330196988
chr3	183814852	183824783	ENSG00000186038.5	HTR3E	NA	NA
chr3	183852826	184402546	ENSG00000145191.7	EIF2B5	1	0.00014313992513897
chr3	183873176	183891398	ENSG00000161202.13	DVL3	4	0.0172729403243101
chr3	183892477	183901879	ENSG00000161203.9	AP2M1	1	0.00836916397015472
chr3	183903811	183911800	ENSG00000161204.7	ABCF3	NA	NA
chr3	183948217	183960117	ENSG00000145198.10	VWA5B2	1	0.00661234282751216
chr3	183960089	183967336	ENSG00000214160.5	ALG3	1	0.0108578556157575
chr3	183967438	184010819	ENSG00000145194.13	ECE2	1	0.00181385582737592
chr3	183977001	183979251	ENSG00000163888.3	CAMK2N2	2	0.0699438930199064
chr3	184016497	184026842	ENSG00000175166.12	PSMD2	NA	NA
chr3	184032283	184053146	ENSG00000114867.15	EIF4G1	2	0.00754319893087232
chr3	184053714	184064063	ENSG00000175182.9	FAM131A	1	0.00760333168880033
chr3	184063973	184079439	ENSG00000114859.10	CLCN2	1	0.00508773306914488
chr3	184079506	184086384	ENSG00000163882.5	POLR2H	1	0.0114403721499556
chr3	184089723	184095932	ENSG00000090534.13	THPO	NA	NA
chr3	184097861	184108524	ENSG00000090539.11	CHRD	NA	NA
chr3	184119325	184157436	ENSG00000224153.2	RP11-433C9.2	1	0.00206467633091219
chr3	184279572	184300197	ENSG00000182580.2	EPHB3	1	0.00381512143744944
chr3	184428156	184429836	ENSG00000177383.3	MAGEF1	NA	NA
chr3	184529931	184770402	ENSG00000156931.11	VPS8	2	0.000654439659230382
chr3	184795838	184870802	ENSG00000187068.2	C3orf70	14	0.0146952712643872
chr3	184908412	184999778	ENSG00000113790.6	EHHADH	NA	NA
chr3	185000729	185206885	ENSG00000073803.9	MAP3K13	1	0.000381686100076615
chr3	185194284	185216845	ENSG00000163900.6	TMEM41A	1	0.00348773900303154
chr3	185224050	185270401	ENSG00000163898.5	LIPH	1	0.00169763067997227
chr3	185300284	185351339	ENSG00000163904.8	SENP2	5	0.00770608947677942
chr3	185361527	185542844	ENSG00000073792.11	IGF2BP2	1.5	0.000650961131449847
chr3	185430316	185447575	ENSG00000163915.3	C3orf65	6	0.0273550772283659
chr3	185633694	185655924	ENSG00000136527.13	TRA2B	1	0.00353967069938797
chr3	185764097	185828107	ENSG00000244405.3	ETV5	1	0.00122929041786275
chr3	185823457	186080026	ENSG00000058866.10	DGKG	1	0.000306688959490019
chr3	186256230	186264491	ENSG00000213139.3	CRYGS	NA	NA
chr3	186263862	186288332	ENSG00000113838.8	TBCCD1	2	0.00643129380035919
chr3	186285192	186315061	ENSG00000090520.6	DNAJB11	2	0.00526879906574674
chr3	186330712	186339107	ENSG00000145192.8	AHSG	NA	NA
chr3	186353758	186370930	ENSG00000090512.7	FETUB	NA	NA
chr3	186378005	186396029	ENSG00000113905.4	HRG	NA	NA
chr3	186435065	186461743	ENSG00000113889.7	KNG1	62	0.182869275738004
chr3	186500994	186507689	ENSG00000156976.10	EIF4A2	18	0.211555464324586
chr3	186507669	186524847	ENSG00000163918.6	RFC4	1	0.00458067759037109
chr3	186560463	186576252	ENSG00000181092.5	ADIPOQ	1	0.00498365188722494
chr3	186648274	186796341	ENSG00000073849.10	ST6GAL1	1	0.000531427527047854
chr3	186838736	186898696	ENSG00000163923.5	RPL39L	1	0.0013123228760406
chr3	186915274	186919253	ENSG00000175077.5	RTP1	1	0.0197755415047486
chr3	186935942	187009810	ENSG00000127241.12	MASP1	3	0.00319570908840342
chr3	187086120	187089864	ENSG00000136514.2	RTP4	NA	NA
chr3	187386694	187388187	ENSG00000157005.3	SST	NA	NA
